global_step,grad_norm,loss,train/ctc_loss,train/wer,validation/ctc_loss,validation/wer,validation/num_examples,test/ctc_loss,test/wer,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,23.893686294555664,34.0499153137207,,,,,,,,,,,,,,
1,,,31.43430909029944,1.1390009927486189,30.359456351215364,1.1248684401100757,5348.0,30.39055462163307,1.1441106574858326,2472.0,83.29713010787964,155.12584853172302,83.29713010787964,71.32683396339417,0.0,0.0
1,22.86997413635254,32.8612174987793,,,,,,,,,,,,,,
2,22.71421813964844,33.67095184326172,,,,,,,,,,,,,,
3,27.236587524414062,33.078853607177734,,,,,,,,,,,,,,
4,31.655601501464844,32.24378967285156,,,,,,,,,,,,,,
5,33.65538787841797,32.205047607421875,,,,,,,,,,,,,,
6,35.10684585571289,30.886659622192383,,,,,,,,,,,,,,
7,39.06719207763672,30.15765953063965,,,,,,,,,,,,,,
8,38.00994110107422,29.778926849365234,,,,,,,,,,,,,,
9,41.20382690429688,29.48294258117676,,,,,,,,,,,,,,
10,40.80843353271485,27.83114242553711,,,,,,,,,,,,,,
11,39.91302108764648,26.58855056762696,,,,,,,,,,,,,,
12,39.2923583984375,25.09304618835449,,,,,,,,,,,,,,
13,36.19918823242188,23.574377059936523,,,,,,,,,,,,,,
14,34.95729446411133,22.838851928710938,,,,,,,,,,,,,,
15,32.53717422485352,21.709613800048828,,,,,,,,,,,,,,
16,27.718706130981445,19.94425201416016,,,,,,,,,,,,,,
17,26.13884925842285,19.16932487487793,,,,,,,,,,,,,,
18,23.292953491210938,18.21721267700196,,,,,,,,,,,,,,
19,21.06979179382324,17.96324920654297,,,,,,,,,,,,,,
20,18.306121826171875,16.46929931640625,,,,,,,,,,,,,,
21,16.328847885131836,15.844196319580078,,,,,,,,,,,,,,
22,15.225122451782228,15.382177352905272,,,,,,,,,,,,,,
23,14.186314582824709,15.291491508483888,,,,,,,,,,,,,,
24,12.989883422851562,14.353507995605469,,,,,,,,,,,,,,
25,10.899248123168944,13.68690586090088,,,,,,,,,,,,,,
26,10.505989074707031,13.942028045654297,,,,,,,,,,,,,,
27,9.304839134216309,12.920137405395508,,,,,,,,,,,,,,
28,8.710622787475586,12.526046752929688,,,,,,,,,,,,,,
29,7.879208564758301,11.91964340209961,,,,,,,,,,,,,,
30,7.469818115234375,11.928214073181152,,,,,,,,,,,,,,
31,7.798737049102783,12.051389694213867,,,,,,,,,,,,,,
32,6.824019908905029,11.61236572265625,,,,,,,,,,,,,,
33,6.61503791809082,11.120304107666016,,,,,,,,,,,,,,
34,6.4904608726501465,10.596923828125,,,,,,,,,,,,,,
35,6.905757427215576,10.79176425933838,,,,,,,,,,,,,,
36,8.188507080078125,10.429620742797852,,,,,,,,,,,,,,
37,11.370254516601562,9.818721771240234,,,,,,,,,,,,,,
38,11.219735145568848,9.471272468566896,,,,,,,,,,,,,,
39,9.096169471740724,8.992897987365723,,,,,,,,,,,,,,
40,8.669332504272461,8.787491798400879,,,,,,,,,,,,,,
41,8.513199806213379,8.778741836547852,,,,,,,,,,,,,,
42,5.75913143157959,8.223259925842285,,,,,,,,,,,,,,
43,7.14771032333374,8.20277214050293,,,,,,,,,,,,,,
44,4.669825077056885,8.073287010192871,,,,,,,,,,,,,,
45,3.732020854949951,7.650895118713379,,,,,,,,,,,,,,
46,4.947188377380371,7.688876152038574,,,,,,,,,,,,,,
47,2.7883660793304443,7.42945671081543,,,,,,,,,,,,,,
48,3.140422344207764,7.570965766906738,,,,,,,,,,,,,,
49,2.806004285812378,7.388237476348877,,,,,,,,,,,,,,
50,2.285907030105591,7.183314800262451,,,,,,,,,,,,,,
51,2.3634040355682373,7.136921405792236,,,,,,,,,,,,,,
52,1.8993096351623533,7.141900539398193,,,,,,,,,,,,,,
53,3.0109286308288574,7.244993209838867,,,,,,,,,,,,,,
54,1.8882395029067995,7.045940399169922,,,,,,,,,,,,,,
55,2.3624038696289062,7.055356979370117,,,,,,,,,,,,,,
56,2.4681992530822754,7.094809055328369,,,,,,,,,,,,,,
57,2.006880283355713,6.860071182250977,,,,,,,,,,,,,,
58,1.627535700798035,6.827925205230713,,,,,,,,,,,,,,
59,1.6488703489303589,6.843544483184815,,,,,,,,,,,,,,
60,1.6080191135406494,6.888989448547363,,,,,,,,,,,,,,
61,1.7583284378051758,6.736316680908203,,,,,,,,,,,,,,
62,1.5034294128417969,6.735753536224365,,,,,,,,,,,,,,
63,1.4624881744384766,6.701786518096924,,,,,,,,,,,,,,
64,1.7070289850234983,6.6613054275512695,,,,,,,,,,,,,,
65,1.4382275342941284,6.716036319732666,,,,,,,,,,,,,,
66,1.5750588178634644,6.70028829574585,,,,,,,,,,,,,,
67,1.4238996505737305,6.616154670715332,,,,,,,,,,,,,,
68,1.2253321409225464,6.649623870849609,,,,,,,,,,,,,,
69,1.4277852773666382,6.5975117683410645,,,,,,,,,,,,,,
70,1.2797722816467283,6.520838260650635,,,,,,,,,,,,,,
71,1.4756797552108765,6.501474380493164,,,,,,,,,,,,,,
72,1.4772611856460571,6.525720119476318,,,,,,,,,,,,,,
73,1.6914176940917969,6.619134426116943,,,,,,,,,,,,,,
74,1.6919102668762207,6.667932510375977,,,,,,,,,,,,,,
75,1.344925880432129,6.400494575500488,,,,,,,,,,,,,,
76,1.9255167245864868,6.530733108520508,,,,,,,,,,,,,,
77,1.1875842809677124,6.479644775390625,,,,,,,,,,,,,,
78,1.217011570930481,6.428720474243164,,,,,,,,,,,,,,
79,1.431377649307251,6.430080413818359,,,,,,,,,,,,,,
80,1.7051416635513306,6.402943134307861,,,,,,,,,,,,,,
81,0.8875794410705566,6.343438625335693,,,,,,,,,,,,,,
82,1.964600682258606,6.51873254776001,,,,,,,,,,,,,,
83,1.6654142141342163,6.383063793182373,,,,,,,,,,,,,,
84,1.7298097610473633,6.399258136749268,,,,,,,,,,,,,,
85,1.4998031854629517,6.270219802856445,,,,,,,,,,,,,,
86,1.638282299041748,6.259317398071289,,,,,,,,,,,,,,
87,2.581242561340332,6.315185070037842,,,,,,,,,,,,,,
88,3.117612838745117,6.30097770690918,,,,,,,,,,,,,,
89,1.2228553295135498,6.230330467224121,,,,,,,,,,,,,,
90,2.50514554977417,6.243521213531494,,,,,,,,,,,,,,
91,3.601074695587158,6.287735939025879,,,,,,,,,,,,,,
92,1.3186302185058594,6.294971942901611,,,,,,,,,,,,,,
